Ημερομηνία,Προγραμματισμένη/Έκτακτη,Διασταύρωση,Περιοχή
08/11/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Βάκχου και Μενελάου ",ΗΡΑΚΛΕΙΟ_1
08/12/2023,ΕΚΤΑΚΤΗ,"Κυκλάδων και Αριστοφάνους","ΑΓ. ΒΑΡΒΑΡΑ"
08/12/2023,ΕΚΤΑΚΤΗ,"Σπάρτης και Ανθέων",ΧΑΙΔΑΡΙ
08/12/2023,ΕΚΤΑΚΤΗ,"Τεπελενίου 9",ΚΑΜΑΤΕΡΟ
08/12/2023,ΕΚΤΑΚΤΗ,"Έλλης Αλεξίου και Αγ.Τριάδος",ΑΣΠΡΟΠΥΡΓΟΣ
08/12/2023,ΕΚΤΑΚΤΗ,"Δρυός και Ροδοδάφνης",ΑΧΑΡΝΕΣ
08/12/2023,ΕΚΤΑΚΤΗ,"Δημοκρατίας και Ολυμπιονικών","Ν. ΨΥΧΙΚΟ"
08/12/2023,ΕΚΤΑΚΤΗ,"Λ. Κων/λεως και Σεπολίων",ΑΘΗΝΑ
08/12/2023,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Ικονίου και Αίμου","Ν. ΣΜΥΡΝΗ Π"
08/12/2023,ΕΚΤΑΚΤΗ,"Μαυραγάνη και Δογαρόπουλου",ΠΑΠΑΓΟΣ
08/12/2023,ΕΚΤΑΚΤΗ,"Λεωφ.Μεσογείων και Αιγαίου Πελάγους","ΑΓ. ΠΑΡΑΣΚΕΥΗ"
08/12/2023,ΕΚΤΑΚΤΗ,"Αμύντα και Ολυμπίων",ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ
08/12/2023,ΕΚΤΑΚΤΗ,"Σκρα και Σωκράτους",ΚΑΛΛΙΘΕΑ
08/12/2023,ΕΚΤΑΚΤΗ,"Γκιόκα και Σαράφη",ΕΛΕΥΣΙΝΑ
08/12/2023,ΕΚΤΑΚΤΗ,"Λεωφ. Δημοκρατίας και Οδυσσέα Ελύτη",ΣΑΛΑΜΙΝΑ
08/12/2023,ΕΚΤΑΚΤΗ,"Αρεθούσης και Ζεφύρου",ΒΟΥΛΙΑΓΜΕΝΗ
08/12/2023,ΕΚΤΑΚΤΗ,"Βασ. Γεωργίου Β΄ 35 και Ασκληπιού",ΚΑΜΑΤΕΡΟ
08/12/2023,ΕΚΤΑΚΤΗ,"Καρθαίου Ρένας και Εριφύλης","ΑΓ. ΠΑΡΑΣΚΕΥΗ"
08/12/2023,ΕΚΤΑΚΤΗ,"Ηρώων Σκοπευτηρίου και Φιλολάου (επηρεάζεται η ευρύτερη περιοχή της Καισαριανής)",ΚΑΙΣΑΡΙΑΝΗ
08/12/2024,ΕΚΤΑΚΤΗ,"Αγίου Κωνσταντίνου και Νικηφόρου",ΑΘΗΝΑ
08/12/2024,ΕΚΤΑΚΤΗ,"Αλ.Διάκου και Νίκης",ΗΡΑΚΛΕΙΟ
08/12/2024,ΕΚΤΑΚΤΗ,"Δημοκρίτου και Φιλικής Εταιρίας",ΑΡΓΥΡΟΥΠΟΛΗ
08/12/2024,ΕΚΤΑΚΤΗ,"Ελ. Βενιζέλου και Ειρήνης",ΗΡΑΚΛΕΙΟ
08/12/2024,ΕΚΤΑΚΤΗ,"Καλλιπόλεως και Φιλήντα",ΝΙΚΑΙΑ
08/12/2024,ΕΚΤΑΚΤΗ,"Καραϊσκάκη και Τερψιχόρης",ΧΟΛΑΡΓΟΣ
08/12/2024,ΕΚΤΑΚΤΗ,"Μεθώνης και Χαλκίδος","ΚΑΤΩ ΧΑΛΑΝΔΡΙ"
08/12/2024,ΕΚΤΑΚΤΗ,"Μυτιλήνης και Πεντέλης",ΜΑΡΟΥΣΙ
08/12/2024,ΕΚΤΑΚΤΗ,"Ναρκίσσου και Ανταίου",ΓΑΛΑΤΣΙ
08/12/2024,ΕΚΤΑΚΤΗ,"Παντελή Μοδέστου και Χαράλαμπου Μούσκου",ΑΘΗΝΑ
08/12/2024,ΕΚΤΑΚΤΗ,"Προμηθέως και Προμάχων","Π. ΦΑΛΗΡΟ"
08/12/2024,ΕΚΤΑΚΤΗ,"Φανερωμένης και Αγαμέμνονος",ΧΟΛΑΡΓΟΣ
08/12/2024,ΕΚΤΑΚΤΗ,"Ψηλορείτη και Δομοκού",ΓΛΥΦΑΔΑ
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Αντωνιάδου και Στρ. Σταματοπούλου ",ΒΥΡΩΝΑς
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Δήμητρας και Αθηνάς",ταυρος
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Σοφούλη και Διγενή",filadelfeia
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Μάνης και Ελλήνων Πατριωτών",ΒΥΡΩΝΑΣ_1
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Δελφών και Δημητσάνας",ΜΑΡΟΥΣΙ_5
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Πύρωνος και Μητροπολίτου Κυπριανού",ΗΛΙΟΥΠΟΛΗ_2
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Άτλαντος και Αγ. Παρασκευής",ΑΘΗΝΑ_4
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Κανάρη και Θεμ. Σοφούλη ","ΝΕΟ ΨΥΧΙΚΟ"
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Κ. Βάρναλη και Διογένους",ΚΟΡΥΔΑΛΛΟΣ
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Αρ. Βαλαωρίτου και Ρήγα Φεραίου ",ΠΕΡΙΣΤΕΡΙ_3
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Δελφών και Δρυάδων",ΓΑΛΑΤΣΙ_3
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Μεσογείων και Ασυρμάτου","ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ_5"
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Μεσολογγίου και Αυγής",ΗΡΑΚΛΕΙΟ_3
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Αρσάκη και Πλατεία Μιχαλακοπούλου",ΨΥΧΙΚΟ_5
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Κλειδήμου και Κηφισοδότου",ΠΕΤΡΑΛΩΝΑ_1
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Δημοκρατίας και Αθηνάς",ΑΙΓΑΛΕΩ_1
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Ρίζου Νερουλού και Πασσώβ",ΓΚΡΑΒΑ
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Ακτή Μουτσοπούλου και Μαχάωνος",ΠΕΙΡΑΙΑΣ_7
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Πλατεία 25ης Μαρτίου και Λεωφ. Σοφ. Βενιζέλου",ΗΛΙΟΥΠΟΛΗ_3
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Παπαδημητρίου και Δημ. Δαμασκού",ΑΧΑΡΝΕΣ_1
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Ρήγα Φεραίου και Ατταλείας","ΑΙΓΑΛΕΩ 2"
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Καλυψούς και Αντιγόνης","ΠΕΙΡΑΙΑΣ 2"
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Λητής και Αγ. Βασιλείου","ΑΙΓΑΛΕΩ 3"
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Νεωρίων και Λεωφ. Βασιλέως Γεωργίου Β'","ΠΕΙΡΑΙΑΣ 3"
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Λέανδρου και Αντιφάνους",ΣΕΠΟΛΙΑ_1
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Πρωτοπαπαδάκη και Έβρου","ΓΑΛΑΤΣΙ 2"
08/12/2025,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Ιωνίας και Αγ.Ταξιαρχών",20251208_ΙΩΝΙΑΣ
09/01/2023,ΕΚΤΑΚΤΗ,"Αρτέμιδος και Ιάσονος",ΒΟΥΛΙΑΓΜΕΝΗ
09/01/2023,ΕΚΤΑΚΤΗ,"Αρχιεπισκόπου Μακαρίου και Αγίου Σύλλα","Ν. ΠΕΝΤΕΛΗ"
09/01/2023,ΕΚΤΑΚΤΗ,"Μαραθώνος και Σύρου",ΣΑΛΑΜΙΝΑ
09/01/2023,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Κάδμου & Αριστοτέλους",ΗΛΙΟΥΠΟΛΗ
09/01/2023,ΕΚΤΑΚΤΗ,"Ευφρονίου & Ουμπλιανής",ΚΑΙΣΑΡΙΑΝΗ
09/01/2023,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Παλαμά & Λαμπράκη (Σύνορα με Κορυδαλλό)",ΝΙΚΑΙΑ
09/01/2023,ΕΚΤΑΚΤΗ,"Σητείας & Κακίση Θεοδώρας","ΑΓ. ΒΑΡΒΑΡΑ"
09/01/2023,ΕΚΤΑΚΤΗ,"Διγενή Ακρίτα & Ευρυτανίας",ΑΙΓΑΛΕΩ
09/01/2023,ΕΚΤΑΚΤΗ,"Πραξιτέλους & Αγησιλάου",ΚΑΛΛΙΘΕΑ
09/01/2023,ΕΚΤΑΚΤΗ,"Σωτήρος & Α. Ιωάννου",ΑΙΑΝΤΕΙΟ
09/01/2023,ΕΚΤΑΚΤΗ,"Αγ. Κωνσταντίνου & Σωκράτους",ΑΘΗΝΑ
09/01/2023,ΕΚΤΑΚΤΗ,"Αμασείας & Μενεκράτους","Ν. ΣΜΥΡΝΗ Α"
09/01/2023,ΕΚΤΑΚΤΗ,"Ιακ. Διαμαντοπούλου & Ξενοφώντος",ΒΟΥΛΑ
09/01/2023,ΕΚΤΑΚΤΗ,"Λεωφόρο Κηφισίας και Σοφοκλέους",ΜΑΡΟΥΣΙ
09/01/2024,ΕΚΤΑΚΤΗ,"Βυζαντίου και Πεντέλης",ΠΑΛΛΗΝΗ
09/01/2024,ΕΚΤΑΚΤΗ,"Σολωμού και Κορυτσάς",ΜΟΣΧΑΤΟ
09/01/2024,ΕΚΤΑΚΤΗ,"Ολυμπίου Γεωργάκη και Μακεδονομάχων",ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ
09/01/2024,ΕΚΤΑΚΤΗ,"Καταδρομών και 25ης Μαρτίου",ΜΕΓΑΡΑ
09/01/2024,ΕΚΤΑΚΤΗ,"Ναυάρχου Ευθυμίου και Κορυτσάς",ΑΣΠΡΟΠΥΡΓΟΣ
09/01/2024,ΕΚΤΑΚΤΗ,"Σαμοθράκης και Σάμου(Περιοχή Ρέστη)",ΣΑΛΑΜΙΝΑ
09/01/2024,ΕΚΤΑΚΤΗ,"Χαρμίδου και Μοναστηρίου",ΑΘΗΝΑ
09/01/2024,ΕΚΤΑΚΤΗ,"Θεοδώρα Δ' και Κρήτης",ΜΕΤΑΜΟΡΦΩΣΗ
09/01/2024,ΕΚΤΑΚΤΗ,"Βεροίας και Αργυροκάστρου",ΑΙΓΑΛΕΩ
09/01/2025,ΕΚΤΑΚΤΗ,"25ης Μαρτίου και Μεγάλου Αλεξάνδρου",ΣΑΛΑΜΙΝΑ
09/01/2025,ΕΚΤΑΚΤΗ,"Αγίας Παρασκευής και Βάκχου",ΧΑΛΑΝΔΡΙ
09/01/2025,ΕΚΤΑΚΤΗ,"Βίτσι και Τεπελενίου",ΚΑΜΑΤΕΡΟ
09/01/2025,ΕΚΤΑΚΤΗ,"Εχίνου και Πάρνηθος",ΚΗΦΙΣΙΑ
09/01/2025,ΕΚΤΑΚΤΗ,"Ζέπου και Πανιωνίας",ΓΛΥΦΑΔΑ
09/01/2025,ΕΚΤΑΚΤΗ,"Καλύμνου και Ιθάκης","ΑΓ. ΠΑΝΤΕΛΕΗΜΟΝΑΣ"
09/01/2025,ΕΚΤΑΚΤΗ,"Κασσαβέτη και Γρ. Αυξεντίου",ΚΗΦΙΣΙΑ
09/01/2025,ΕΚΤΑΚΤΗ,"Κρήτης και Αχαΐας",ΗΛΙΟΥΠΟΛΗ
09/01/2025,ΕΚΤΑΚΤΗ,"Λεωφ. Ανθούσας και Αθηνών",ΠΑΛΛΗΝΗ
09/01/2025,ΕΚΤΑΚΤΗ,"Νιόβης και Λεωφ. Ελ. Βενιζέλου",ΦΙΛΟΘΕΗ
09/01/2025,ΕΚΤΑΚΤΗ,"Νότιος Περιφερειακός Μόρνου και Παναγίας Τήνου",ΑΣΠΡΟΠΥΡΓΟΣ
09/01/2025,ΕΚΤΑΚΤΗ,"Ολύμπου και Παλαιών Πατρών Γερμανού",ΒΥΡΩΝΑ
09/01/2025,ΕΚΤΑΚΤΗ,"Στρατηγού Καλλάρη και Αμισού",ΚΕΡΑΤΣΙΝΙ
09/01/2025,ΕΚΤΑΚΤΗ,"Φλέμινγκ και Πίνδου",ΜΟΣΧΑΤΟ
09/01/2026,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Ορφέως και Δεκελέων ",ΑΘΗΝΑ_10
09/01/2026,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Γρ. Κουσίδη και Ελ. Βενιζέλου",ΖΩΓΡΑΦΟΣ_2
09/01/2026,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Καπιδάκη και Δεληγιαννάκη",20260109_ΚΑΠΙΔΑΚΗ
09/01/2026,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Πέτρου Ράλλη και Αμφιπόλεως","20260109_ΠΕΤΡΟΥ ΡΑΛΛΗ"
09/01/2026,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Ταγματάρχου Πλέσσα και Μεταμορφώσεως","20260109_ΤΑΓΜΑΤΑΡΧΟΥ ΠΛΕΣΣΑ"
09/01/2026,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Βουρδουμπά και Αχαρνών",20260109_ΑΧΑΡΝΩΝ
09/01/2026,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Νικολαϊδου και Χατζηδάκη",20260109_ΝΙΚΟΛΑΪΔΟΥ
09/01/2026,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Μάρκου Μπότσαρη και Αγ.Νεκταρίου","20260109_ΜΑΡΚΟΥ ΜΠΟΤΣΑΡΗ"
09/01/2026,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Κοραή και Ατταλείας ΕΠΗΡΕΑΖΕΤΑΙ ΕΥΡΥΤΕΡΗ ΠΕΡΙΟΧΗ",
09/01/2026,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Αλίκης και Αρτεμισίου",
09/01/2026,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Κήπων και Χελιδονούς",20260109_ΚΗΠΩΝ
09/01/2026,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Ασέας και Πανδρόσου",20260109_ΑΣΕΑΣ
09/01/2026,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Οπλαρχηγού Αραβοσιτά και 1ης Μαϊου","20260109_ΟΠΛΑΡΧΗΓΟΥ ΑΡΑΒΟΣΙΤΑ"
09/01/2026,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Πάλλαντος και Αλκμηνης",20260109_ΠΑΛΛΑΝΤΟΣ
09/01/2026,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Χρυσοστόμου Σμύρνης και Φλέμινγκ","20260109_ΧΡΥΣΟΣΤΟΜΟΥ ΣΜΥΡΝΗΣ"
09/01/2026,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Λεντάκη Αντρέα και Αδριανουπόλεως","20260109_ΛΕΝΤΑΚΗ ΑΝΤΡΕΑ"
09/02/2023,ΕΚΤΑΚΤΗ,"Παρμενίωνος & Ολυμπίων",ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ
09/02/2023,ΕΚΤΑΚΤΗ,"Λ. Μεσογείων & Βύρωνος","ΚΑΤΩ ΧΑΛΑΝΔΡΙ"
09/02/2023,ΕΚΤΑΚΤΗ,"Καρέα & Κλεισόβης",ΗΛΙΟΥΠΟΛΗ
09/02/2023,ΕΚΤΑΚΤΗ,"Σωτήρος Διός & Πραξιτέλους",ΖΕΑ
09/02/2023,ΕΚΤΑΚΤΗ,"Αγαλιανού και Κουγκίου",ΑΘΗΝΑ
09/02/2023,ΕΚΤΑΚΤΗ,"Βελεστίνου και Μητροπέτροβα","ΑΓ. ΔΗΜΗΤΡΙΟΣ Α"
09/02/2023,ΕΚΤΑΚΤΗ,"Πελοπίδα και Πελασγίας",ΠΕΡΙΣΤΕΡΙ
09/02/2023,ΕΚΤΑΚΤΗ,"Κνωσού και Πινδάρου",ΚΑΜΑΤΕΡΟ
09/02/2023,ΕΚΤΑΚΤΗ,"Χείλωνος και Δημοκρατίας","ΑΓ. ΠΑΡΑΣΚΕΥΗ"
09/02/2023,ΕΚΤΑΚΤΗ,"Ερμού και Ιάσονος",ΒΟΥΛΙΑΓΜΕΝΗ
09/02/2023,ΕΚΤΑΚΤΗ,"Μπουμπουλίνας και Μεσοποταμίας",ΓΕΡΟΒΟΥΝΟ
09/02/2023,ΕΚΤΑΚΤΗ,"Ζερβουδάκη και Στρατηγού Δαγκλή",ΑΘΗΝΑ
09/02/2023,ΕΚΤΑΚΤΗ,"Καλλέργη και Ιάσονος",ΗΛΙΟΥΠΟΛΗ
09/02/2023,ΕΚΤΑΚΤΗ,"Ηρώων Πολυτεχνείου και Ζηνοδότου",ΗΛΙΟΥΠΟΛΗ
09/02/2023,ΕΚΤΑΚΤΗ,"Άργους και Κορυτσάς",ΓΛΥΦΑΔΑ
09/02/2023,ΕΚΤΑΚΤΗ,"Άνδρου και Αγίου Παντελεήμονος",ΣΑΛΑΜΙΝΑ
09/02/2023,ΕΚΤΑΚΤΗ,"Βοσπόρου και Αντισυνταγματάρχου Φιλίππου","Ν. ΣΜΥΡΝΗ Π"
09/02/2023,ΕΚΤΑΚΤΗ,"Πατρών και Κυνηγών",ΚΗΦΙΣΙΑ
09/02/2023,ΕΚΤΑΚΤΗ,"Αιόλου και Μενεξέδων",ΠΑΛΛΗΝΗ
09/02/2023,ΕΚΤΑΚΤΗ,"23ης Μαρτίου και Φραντζή",ΑΧΑΡΝΕΣ
09/02/2024,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"ΔΗΜΟΣ ΠΕΡΑΜΑΤΟΣ ΕΚΤΟΣ ΛΕΩΦΟΡΟΥ ΕΙΡΗΝΗΣ ΚΑΙ ΠΡΟΣ ΤΗ ΘΑΛΑΣΣΑ ΟΔΟΥΣ",ΠΕΡΑΜΑ
09/02/2024,ΕΚΤΑΚΤΗ,"Μαραθώνος και Χίου",ΣΑΛΑΜΙΝΑ
09/02/2024,ΕΚΤΑΚΤΗ,"Ποταμού Καλαμά και Κύπρου",ΧΑΛΑΝΔΡΙ
09/02/2024,ΕΚΤΑΚΤΗ,"Στρατ Παπούλια και Δαρδανελλίων","Ν. ΣΜΥΡΝΗ Π"
09/02/2024,ΕΚΤΑΚΤΗ,"Σύρου και Σπετσών",ΓΑΛΑΤΣΙ
09/02/2024,ΕΚΤΑΚΤΗ,"Υψηλάντου και Ξάνθου",ΓΑΛΑΤΣΙ
09/02/2024,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Σκύρου και Φιλοθέης",ΓΑΛΑΤΣΙ
09/02/2024,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Μπούκας και Φαναριωτών",ΓΕΡΟΒΟΥΝΟ
09/02/2024,ΕΚΤΑΚΤΗ,"Αδελφών Διδασκάλου και Φριζή",ΠΑΠΑΓΟΣ
09/02/2024,ΕΚΤΑΚΤΗ,"Ζαλόγγου και Ναρκίσσου",ΠΕΝΤΕΛΗ
09/02/2024,ΕΚΤΑΚΤΗ,"Σωκράτους και Μάνης",ΧΑΙΔΑΡΙ
09/02/2024,ΕΚΤΑΚΤΗ,"Ιωάννη Ρίτσου και Σμόλικα",ΑΥΛΙΖΑ
09/02/2024,ΕΚΤΑΚΤΗ,"Αριστείδου και Πραξιτέλους",ΜΕΓΑΡΑ
09/02/2024,ΕΚΤΑΚΤΗ,"Παρνασσού και Μεταμορφώσεως",ΜΕΤΑΜΟΡΦΩΣΗ
09/02/2025,ΕΚΤΑΚΤΗ,"Αθ. Διάκου και Αγίου Βασιλείου",ΒΑΡΗ
09/02/2025,ΕΚΤΑΚΤΗ,"Αρτάκης και Γράμμου",ΗΛΙΟΥΠΟΛΗ
09/02/2025,ΕΚΤΑΚΤΗ,"Ιωαννίνων και Ολύμπου",ΧΑΛΑΝΔΡΙ
09/02/2025,ΕΚΤΑΚΤΗ,"Καυκάσου και Μελύνας",ΝΙΚΑΙΑ
09/02/2025,ΕΚΤΑΚΤΗ,"Κρωπίας και Ορεστιάδος",ΠΕΤΡΟΥΠΟΛΗ
09/02/2025,ΕΚΤΑΚΤΗ,"Μάνου Λοϊζου 8",ΑΧΑΡΝΕΣ
09/02/2025,ΕΚΤΑΚΤΗ,"Μιλτιάδου και Αγίας Λαύρας",ΚΕΡΑΤΣΙΝΙ
09/02/2025,ΕΚΤΑΚΤΗ,"Στρατάρχου Παπάγου Αλ. και Ιθάκης","ΑΓ. Ι. ΡΕΝΤΗΣ"
09/02/2025,ΕΚΤΑΚΤΗ,"Τήνου και 17ης Νοεμβρίου 1973",ΧΟΛΑΡΓΟΣ
09/02/2025,ΕΚΤΑΚΤΗ,"Χρυσοστόμου Σμύρνης και Ποταμού Καλαμά",ΧΑΛΑΝΔΡΙ
09/03/2023,ΕΚΤΑΚΤΗ,"Ιωαννίνων και Ταϋγέτου",ΧΑΛΑΝΔΡΙ
09/03/2023,ΕΚΤΑΚΤΗ,"Όθωνος Σταθάτου και Κουρτίδου",ΑΘΗΝΑ
09/03/2023,ΕΚΤΑΚΤΗ,"Αλέκου Παναγούλη και Μετρών","Ν. ΙΩΝΙΑ"
09/03/2023,ΕΚΤΑΚΤΗ,"Κερασόβου και Ν. Πλουμπίδη",ΠΕΤΡΟΥΠΟΛΗ
09/03/2023,ΕΚΤΑΚΤΗ,"Δαιδάλου και Λουκιανού",ΗΛΙΟΥΠΟΛΗ
09/03/2023,ΕΚΤΑΚΤΗ,"Πέτρου Ράλλη και Κρήτης",ΤΑΥΡΟΣ
09/03/2023,ΠΡΟΓΡΑΜΜΑΤΙΣΜΕΝΗ,"Σαβαγηνών και Χριστιανουπόλεως",ΑΘΗΝΑ
09/03/2023,ΕΚΤΑΚΤΗ,"Αγ.Αποστόλων και Αλέας",ΑΧΑΡΝΕΣ
09/03/2023,ΕΚΤΑΚΤΗ,"Ηρώων Πολυτεχνείου και Σύρου",ΧΑΙΔΑΡΙ
09/03/2023,ΕΚΤΑΚΤΗ,"Πρεβέζης και Μουργκάνας","ΑΓ. ΔΗΜΗΤΡΙΟΣ Α"
09/03/2023,ΕΚΤΑΚΤΗ,"Λεωφ.Ποσειδώνος και Λεωφ.Καλαμακίου",ΑΛΙΜΟΣ
09/03/2023,ΕΚΤΑΚΤΗ,"Αρίωνος και Καζαντζάκη Ν.",ΔΡΑΠΕΤΣΩΝΑ
09/03/2023,ΕΚΤΑΚΤΗ,"Γρηγορίου Λαμπράκη και Κύπρου",ΓΛΥΦΑΔΑ
09/03/2023,ΕΚΤΑΚΤΗ,"Μαρίας Κιουρί και Σωκράτους",ΠΕΡΑΜΑ
09/03/2023,ΕΚΤΑΚΤΗ,"Καποδιστρίου και Φιλικής Εταιρείας",ΓΛΥΦΑΔΑ
09/03/2024,ΕΚΤΑΚΤΗ,"Μακεδονίας και Κολοκοτρώνη",ΗΡΑΚΛΕΙΟ
09/03/2024,ΕΚΤΑΚΤΗ,"Πελοποννήσου και Αγίας Λαύρας, περιοχή Βροντού",ΣΑΛΑΜΙΝΑ
09/03/2024,ΕΚΤΑΚΤΗ,"Ανδρέα Παπανδρέου και Μιλτιάδου",ΓΛΥΦΑΔΑ
09/03/2024,ΕΚΤΑΚΤΗ,"Χαλδείας και Ροδοπόλεως",ΕΛΛΗΝΙΚΟ
09/03/2024,ΕΚΤΑΚΤΗ,"Παραδείσου και Κασαμπά",ΚΑΙΣΑΡΙΑΝΗ
09/03/2024,ΕΚΤΑΚΤΗ,"Κοσμά Πολίτη και Ναρκίσσων",ΦΙΛΟΘΕΗ
09/03/2024,ΕΚΤΑΚΤΗ,"Λεωφ. Δημοκρατίας και Ειρήνης , ΣΤΕΝΟ ΦΑΝΕΡΩΜΕΝΗΣ ΕΠΗΡΕΑΖΕΤΑΙ Η ΕΥΡΥΤΕΡΗ ΠΕΡΙΟΧΗ",ΣΑΛΑΜΙΝΑ
09/03/2024,ΕΚΤΑΚΤΗ,"Ατταλείας  και Καισαρείας",ΒΥΡΩΝΑ
09/03/2024,ΕΚΤΑΚΤΗ,"Σωκράτους και Παύλου Μελά",ΑΧΑΡΝΕΣ
09/03/2024,ΕΚΤΑΚΤΗ,"Ουγκώ Βίκτωρος και Φύσσα Παύλου",ΚΕΡΑΤΣΙΝΙ
09/03/2025,ΕΚΤΑΚΤΗ,"Αιγύπτου και Τενέδου",ΓΛΥΦΑΔΑ
09/03/2025,ΕΚΤΑΚΤΗ,"Αρματολών και Κλεφτών και Μπουκουβάλα",ΑΘΗΝΑ
09/03/2025,ΕΚΤΑΚΤΗ,"Αρχιεπισκόπου Αθηνών Χρυσοστόμου 4",ΒΥΡΩΝΑΣ
09/03/2025,ΕΚΤΑΚΤΗ,"Δαιδάλου και Φαβιέρου",ΧΑΙΔΑΡΙ
09/03/2025,ΕΚΤΑΚΤΗ,"Ιωαννίνων και Ναούσης",ΧΑΙΔΑΡΙ
09/03/2025,ΕΚΤΑΚΤΗ,"Καμπύση και Μαβίλη",ΑΘΗΝΑ
09/03/2025,ΕΚΤΑΚΤΗ,"Κιλκίς και Σαλαμίνος","ΚΑΤΩ ΧΑΛΑΝΔΡΙ"
09/03/2025,ΕΚΤΑΚΤΗ,"Κυθήρων 33 και Ρόδου, περιοχή Γαλήνη.",ΣΑΛΑΜΙΝΑ
09/03/2025,ΕΚΤΑΚΤΗ,"Μητρομάρα και Σπάρτης",ΑΧΑΡΝΕΣ
09/03/2025,ΕΚΤΑΚΤΗ,"Οι στερήσεις, προέρχονται από αφανή διαρροή.  Θα πραγματοποιηθεί ακροαστικός έλεγχος και δοκιμαστικές τομές ώστε να εντοπιστεί το ακριβές σημείο της διαρροής",ΚΗΦΙΣΙΑ
09/03/2025,ΕΚΤΑΚΤΗ,"Ομήρου και Βρυούλων",ΑΛΣΟΣ
